,Customer_ID,Age,Gender,Income,Location,Transaction_count,Average_Transaction_Amount,Total_Spent,Last_purchase_date,Product_category
0,CUST1000,56,Male,84235,Oshodi_isolo,8,47.285409100421205,378.28327280336964,2025-03-13 18:31:37.209804,Electronics
1,CUST1001,69,Female,88565,Alimosho,8,152.26488413886923,1218.1190731109539,2024-10-07 18:31:37.209841,Electronics
2,CUST1002,46,Female,85342,Ikeja,5,336.01683134930875,1680.0841567465436,2024-11-21 18:31:37.209853,Fashion
3,CUST1003,32,Female,72723,Ajeromi_ifelodun,5,208.31169078249192,1041.5584539124595,2024-08-01 18:31:37.209861,Fashion
4,CUST1004,60,Male,65572,Ifako_ijaiye,4,358.23962599311494,1432.9585039724598,2024-08-08 18:31:37.209867,Home Goods
5,CUST1005,25,Female,47610,Ifako_ijaiye,1,384.4295423953599,384.4295423953599,2024-07-31 18:31:37.209874,Food
6,CUST1006,38,Female,64052,Oshodi_isolo,9,35.501137241945116,319.51023517750605,2024-06-07 18:31:37.209881,Fashion
7,CUST1007,56,Female,117063,Alimosho,2,202.81269358046558,405.62538716093115,2024-08-07 18:31:37.209888,Home Goods
8,CUST1008,36,Male,67550,Ikeja,1,369.9866958537188,369.9866958537188,2024-10-27 18:31:37.209895,Home Goods
9,CUST1009,40,Male,84033,Ikeja,6,201.63967210740077,1209.8380326444046,2024-07-14 18:31:37.209901,Fashion
10,CUST1010,28,Female,59011,Ajeromi_ifelodun,5,22.799937433207518,113.99968716603759,2024-06-22 18:31:37.209907,Electronics
11,CUST1011,28,Female,64764,Surulere,1,181.42540754031393,181.42540754031393,2024-06-08 18:31:37.209914,Electronics
12,CUST1012,41,Female,83533,Ifako_ijaiye,7,438.8733230900142,3072.1132616300993,2025-02-10 18:31:37.209920,Electronics
13,CUST1013,53,Male,54064,Surulere,7,476.9306689724047,3338.5146828068328,2025-02-05 18:31:37.209927,Home Goods
14,CUST1014,57,Male,79581,Surulere,3,289.0479884539775,867.1439653619325,2025-02-12 18:31:37.209933,Electronics
15,CUST1015,41,Male,58702,Ajeromi_ifelodun,8,167.05284945969237,1336.422795677539,2024-07-08 18:31:37.209939,Food
16,CUST1016,20,Female,115701,Surulere,6,243.71083912629328,1462.2650347577596,2024-08-22 18:31:37.209945,Electronics
17,CUST1017,39,Male,38631,Surulere,4,133.37769297472275,533.510771898891,2024-12-19 18:31:37.209951,Electronics
18,CUST1018,19,Female,117388,Ajeromi_ifelodun,3,100.70033323960261,302.1009997188078,2025-03-02 18:31:37.209957,Home Goods
19,CUST1019,41,Female,100043,Isolo,1,256.8969326873757,256.8969326873757,2024-12-11 18:31:37.209963,Books
20,CUST1020,61,Male,96063,Surulere,2,373.6083146531417,747.2166293062834,2024-10-25 18:31:37.209969,Food
21,CUST1021,47,Female,58981,Ifako_ijaiye,2,126.78311649817802,253.56623299635604,2025-01-11 18:31:37.209975,Home Goods
22,CUST1022,55,Male,65764,Ajeromi_ifelodun,5,456.57791023601874,2282.889551180094,2024-11-11 18:31:37.209981,Food
23,CUST1023,19,Female,80513,Mushin,4,100.74926660032007,402.9970664012803,2025-02-24 18:31:37.209987,Food
24,CUST1024,38,Female,96198,Surulere,2,288.03755670282277,576.0751134056455,2024-11-26 18:31:37.209993,Electronics
25,CUST1025,50,Male,54940,Isolo,9,392.6639640974399,3533.975676876959,2024-12-21 18:31:37.209999,Food
26,CUST1026,29,Female,101792,Ifako_ijaiye,7,122.42647169069102,856.9853018348372,2024-06-08 18:31:37.210005,Electronics
27,CUST1027,39,Female,58432,Agege,8,162.2933345445058,1298.3466763560464,2024-06-21 18:31:37.210011,Food
28,CUST1028,61,Female,38367,Ifako_ijaiye,8,44.71243943997705,357.6995155198164,2024-04-14 18:31:37.210018,Books
29,CUST1029,42,Female,55511,Alimosho,2,473.09523049294705,946.1904609858941,2024-08-21 18:31:37.210024,Food
30,CUST1030,66,Female,38573,Mushin,5,253.7466528211214,1268.7332641056068,2024-11-30 18:31:37.210030,Fashion
31,CUST1031,44,Female,45582,Ikeja,3,50.86696402577459,152.60089207732378,2024-04-07 18:31:37.210036,Electronics
32,CUST1032,59,Female,35378,Alimosho,9,418.46087032111285,3766.1478328900157,2025-01-04 18:31:37.210042,Books
33,CUST1033,45,Female,95296,Ajeromi_ifelodun,9,293.2851963438266,2639.5667670944395,2024-05-29 18:31:37.210048,Electronics
34,CUST1034,33,Male,43500,Ajeromi_ifelodun,6,46.536664418464895,279.21998651078934,2024-12-23 18:31:37.210055,Books
35,CUST1035,32,Male,95841,Ikeja,4,236.43035389505104,945.7214155802042,2024-10-02 18:31:37.210061,Electronics
36,CUST1036,64,Female,51881,Oshodi_isolo,8,228.51346046555676,1828.107683724454,2024-10-25 18:31:37.210067,Fashion
37,CUST1037,68,Female,100233,Oshodi_isolo,5,90.11923205111472,450.59616025557364,2024-07-24 18:31:37.210073,Fashion
38,CUST1038,61,Male,81542,Ikeja,3,221.77894836189537,665.3368450856862,2025-01-25 18:31:37.210079,Books
39,CUST1039,69,Female,95285,Ajeromi_ifelodun,8,155.74736761517687,1245.978940921415,2024-12-19 18:31:37.210085,Home Goods
40,CUST1040,20,Male,89547,Ifako_ijaiye,6,355.97210972300854,2135.8326583380513,2024-07-11 18:31:37.210091,Electronics
41,CUST1041,54,Male,92151,Mushin,5,22.63613592299201,113.18067961496006,2024-10-15 18:31:37.210097,Home Goods
42,CUST1042,68,Male,37222,Isolo,1,71.06045284271997,71.06045284271997,2024-07-13 18:31:37.210103,Food
43,CUST1043,24,Female,37933,Mushin,3,460.95142834301527,1382.8542850290457,2024-06-30 18:31:37.210109,Fashion
44,CUST1044,38,Female,113385,Ikeja,7,227.9999971141479,1595.9999797990354,2025-03-13 18:31:37.210115,Electronics
45,CUST1045,26,Female,119772,Ajeromi_ifelodun,3,104.56734784392351,313.7020435317705,2024-04-30 18:31:37.210121,Fashion
46,CUST1046,56,Male,108437,Oshodi_isolo,1,400.7486896971377,400.7486896971377,2024-05-26 18:31:37.210127,Food
47,CUST1047,35,Male,36940,Ajeromi_ifelodun,8,428.7644480366919,3430.115584293535,2024-12-13 18:31:37.210133,Books
48,CUST1048,21,Male,114590,Oshodi_isolo,7,121.38272648091203,849.6790853663842,2025-01-30 18:31:37.210139,Electronics
49,CUST1049,42,Female,89145,Mushin,5,362.527996354297,1812.639981771485,2024-08-20 18:31:37.210145,Electronics
50,CUST1050,31,Male,73610,Alimosho,5,315.26513176013515,1576.3256588006757,2025-03-17 18:31:37.210151,Electronics
51,CUST1051,67,Male,87520,Ifako_ijaiye,6,377.62722143588235,2265.763328615294,2024-03-22 18:31:37.210157,Books
52,CUST1052,26,Female,34544,Mushin,7,398.1912412351663,2787.338688646164,2024-06-02 18:31:37.210163,Fashion
53,CUST1053,43,Male,84812,Ifako_ijaiye,3,337.24921106876525,1011.7476332062957,2024-07-23 18:31:37.210170,Books
54,CUST1054,19,Male,101610,Surulere,4,478.9841400610535,1915.936560244214,2025-03-02 18:31:37.210176,Fashion
55,CUST1055,37,Female,81500,Mushin,1,434.82865243439295,434.82865243439295,2024-06-24 18:31:37.210182,Electronics
56,CUST1056,45,Female,69618,Agege,7,129.90631416225685,909.3441991357979,2024-05-21 18:31:37.210188,Books
57,CUST1057,64,Male,55444,Agege,2,458.51158221070494,917.0231644214099,2024-04-27 18:31:37.210195,Food
58,CUST1058,24,Female,115982,Ifako_ijaiye,7,192.6067045311004,1348.2469317177029,2024-09-01 18:31:37.210201,Books
59,CUST1059,61,Male,86586,Surulere,6,368.7400886575424,2212.4405319452544,2024-12-07 18:31:37.210207,Fashion
60,CUST1060,25,Female,54789,Ifako_ijaiye,4,427.04495205268057,1708.1798082107223,2024-04-24 18:31:37.210213,Electronics
61,CUST1061,64,Male,31617,Ikeja,2,229.45780472688074,458.9156094537615,2024-03-22 18:31:37.210219,Fashion
62,CUST1062,52,Female,33333,Agege,7,44.724102301944114,313.0687161136088,2024-12-29 18:31:37.210226,Home Goods
63,CUST1063,31,Male,70002,Ajeromi_ifelodun,7,475.8374885559836,3330.862419891885,2024-05-06 18:31:37.210232,Electronics
64,CUST1064,34,Female,93620,Ifako_ijaiye,5,54.79042535569248,273.9521267784624,2025-01-25 18:31:37.210238,Food
65,CUST1065,53,Female,117688,Ifako_ijaiye,9,187.09260375916352,1683.8334338324717,2024-06-06 18:31:37.210245,Food
66,CUST1066,67,Female,119627,Isolo,3,306.2947029303967,918.8841087911901,2024-07-28 18:31:37.210251,Home Goods
67,CUST1067,57,Female,30511,Isolo,9,76.41761966596788,687.7585769937109,2024-10-08 18:31:37.210257,Fashion
68,CUST1068,21,Female,67850,Oshodi_isolo,5,422.33903676284865,2111.695183814243,2024-03-21 18:31:37.210263,Food
69,CUST1069,19,Female,112172,Surulere,2,117.64263477269523,235.28526954539046,2024-12-26 18:31:37.210270,Fashion
70,CUST1070,23,Female,116053,Agege,9,493.28175838835716,4439.535825495214,2024-08-14 18:31:37.210276,Electronics
71,CUST1071,59,Male,61786,Agege,1,459.8880514712404,459.8880514712404,2024-03-24 18:31:37.210281,Books
72,CUST1072,21,Male,104356,Isolo,1,310.1869218645744,310.1869218645744,2024-08-20 18:31:37.210288,Electronics
73,CUST1073,46,Female,66244,Ifako_ijaiye,7,336.8048428579424,2357.633900005597,2024-08-30 18:31:37.210294,Fashion
74,CUST1074,35,Female,104714,Ifako_ijaiye,3,276.1311046441633,828.39331393249,2024-05-12 18:31:37.210299,Home Goods
75,CUST1075,43,Male,97261,Agege,8,207.72990494375964,1661.839239550077,2024-05-25 18:31:37.210306,Electronics
76,CUST1076,61,Male,48477,Surulere,7,188.8198865954805,1321.7392061683636,2024-07-22 18:31:37.210312,Food
77,CUST1077,51,Female,76533,Alimosho,7,447.9943552353258,3135.960486647281,2024-10-10 18:31:37.210332,Electronics
78,CUST1078,27,Male,64469,Ikeja,1,296.7774685346086,296.7774685346086,2024-09-23 18:31:37.210356,Electronics
79,CUST1079,53,Male,38496,Agege,1,415.1809914624185,415.1809914624185,2024-12-19 18:31:37.210378,Electronics
80,CUST1080,31,Female,42270,Oshodi_isolo,2,266.75410105890484,533.5082021178097,2024-11-03 18:31:37.210401,Home Goods
81,CUST1081,48,Female,106008,Alimosho,2,167.37196267618492,334.74392535236984,2024-11-29 18:31:37.210411,Fashion
82,CUST1082,65,Female,50724,Agege,5,64.04454878226552,320.2227439113276,2024-10-03 18:31:37.210417,Home Goods
83,CUST1083,32,Male,60416,Isolo,9,175.37446544399228,1578.3701889959304,2024-05-04 18:31:37.210423,Food
84,CUST1084,25,Female,65575,Agege,7,442.45640675124724,3097.1948472587305,2024-12-10 18:31:37.210430,Fashion
85,CUST1085,31,Female,111190,Alimosho,2,361.7413634642093,723.4827269284186,2024-05-29 18:31:37.210436,Food
86,CUST1086,40,Male,106614,Ikeja,5,397.19835673808603,1985.99178369043,2024-09-09 18:31:37.210442,Fashion
87,CUST1087,57,Female,103108,Ifako_ijaiye,5,391.2484237282675,1956.2421186413374,2024-03-28 18:31:37.210449,Fashion
88,CUST1088,38,Male,47408,Mushin,8,77.58676027110853,620.6940821688682,2024-08-26 18:31:37.210455,Electronics
89,CUST1089,33,Male,49359,Isolo,9,96.25307170775838,866.2776453698254,2024-06-08 18:31:37.210462,Electronics
90,CUST1090,62,Male,38698,Alimosho,8,172.2748394403305,1378.198715522644,2024-08-17 18:31:37.210468,Home Goods
91,CUST1091,35,Male,100392,Oshodi_isolo,2,164.49381376059787,328.98762752119575,2024-08-05 18:31:37.210474,Fashion
92,CUST1092,64,Male,69492,Oshodi_isolo,4,51.71889836275124,206.87559345100496,2024-03-25 18:31:37.210480,Food
93,CUST1093,41,Male,104781,Ajeromi_ifelodun,2,93.66632459321929,187.33264918643857,2025-02-06 18:31:37.210488,Electronics
94,CUST1094,43,Female,73634,Mushin,6,430.9905361120542,2585.9432166723254,2024-09-21 18:31:37.210495,Food
95,CUST1095,42,Female,72864,Agege,4,302.7415222312177,1210.9660889248707,2024-04-08 18:31:37.210501,Electronics
96,CUST1096,62,Female,67355,Ajeromi_ifelodun,7,184.29583653422796,1290.0708557395958,2024-06-08 18:31:37.210507,Fashion
97,CUST1097,58,Male,67690,Oshodi_isolo,2,272.7093909744202,545.4187819488404,2024-05-28 18:31:37.210513,Food
98,CUST1098,46,Female,67814,Agege,9,145.43042795757873,1308.8738516182086,2025-02-05 18:31:37.210520,Home Goods
99,CUST1099,32,Male,61645,Ajeromi_ifelodun,5,300.244312326644,1501.2215616332198,2025-02-12 18:31:37.210526,Home Goods
100,CUST1100,62,Female,114814,Agege,1,55.822823953231335,55.822823953231335,2024-07-15 18:31:37.210532,Home Goods
101,CUST1101,18,Male,102739,Ikeja,3,453.2723355029846,1359.817006508954,2024-12-28 18:31:37.210538,Electronics
102,CUST1102,42,Female,86630,Mushin,4,135.41436064813504,541.6574425925402,2024-07-07 18:31:37.210544,Electronics
103,CUST1103,24,Male,78171,Isolo,3,413.15624093005414,1239.4687227901625,2024-08-16 18:31:37.210550,Home Goods
104,CUST1104,26,Female,51658,Isolo,6,336.79945583576824,2020.7967350146096,2025-03-11 18:31:37.210556,Food
105,CUST1105,41,Male,45797,Isolo,6,271.0433323632003,1626.2599941792018,2024-07-26 18:31:37.210562,Electronics
106,CUST1106,18,Female,88799,Oshodi_isolo,7,466.3023011445419,3264.116108011793,2025-02-23 18:31:37.210568,Home Goods
107,CUST1107,61,Male,82236,Ikeja,9,95.27032655415375,857.4329389873837,2024-07-13 18:31:37.210574,Electronics
108,CUST1108,25,Female,36265,Mushin,9,77.25318572911986,695.2786715620788,2024-08-18 18:31:37.210580,Books
109,CUST1109,41,Female,102134,Alimosho,7,174.49286327525007,1221.4500429267505,2024-10-27 18:31:37.210587,Food
110,CUST1110,28,Female,112678,Surulere,1,418.50618872881034,418.50618872881034,2024-05-05 18:31:37.210594,Fashion
111,CUST1111,68,Male,83494,Alimosho,3,36.896698971312674,110.69009691393802,2024-08-11 18:31:37.210600,Food
112,CUST1112,34,Male,82268,Isolo,5,134.9147395084832,674.573697542416,2024-05-01 18:31:37.210606,Fashion
113,CUST1113,25,Male,56998,Alimosho,6,223.85705200960044,1343.1423120576026,2025-03-03 18:31:37.210612,Home Goods
114,CUST1114,52,Male,91339,Agege,6,362.21167449834,2173.27004699004,2024-04-16 18:31:37.210618,Electronics
115,CUST1115,52,Male,44306,Agege,5,163.67027245320335,818.3513622660167,2024-08-05 18:31:37.210625,Home Goods
116,CUST1116,50,Female,94006,Alimosho,6,235.09397419074273,1410.5638451444563,2024-07-28 18:31:37.210631,Fashion
117,CUST1117,22,Male,77345,Ifako_ijaiye,9,181.6882356181575,1635.1941205634175,2024-04-09 18:31:37.210637,Books
118,CUST1118,59,Female,41885,Ajeromi_ifelodun,1,64.18892226833712,64.18892226833712,2024-06-18 18:31:37.210643,Fashion
119,CUST1119,56,Female,73826,Surulere,1,374.5644727190017,374.5644727190017,2024-11-20 18:31:37.210649,Electronics
120,CUST1120,58,Male,85597,Oshodi_isolo,9,241.46211029335188,2173.158992640167,2025-01-18 18:31:37.210656,Books
121,CUST1121,45,Female,37443,Alimosho,8,410.0058173734863,3280.0465389878905,2024-04-24 18:31:37.210662,Electronics
122,CUST1122,24,Male,47084,Mushin,9,353.45260018598657,3181.0734016738793,2024-09-15 18:31:37.210668,Books
123,CUST1123,26,Male,119447,Ifako_ijaiye,7,47.75129609097281,334.25907263680966,2025-02-24 18:31:37.210675,Electronics
124,CUST1124,25,Male,34383,Ikeja,6,260.0364322382137,1560.2185934292822,2024-04-16 18:31:37.210681,Fashion
125,CUST1125,29,Female,64361,Ifako_ijaiye,9,495.6106993353793,4460.496294018414,2024-12-15 18:31:37.210687,Fashion
126,CUST1126,51,Male,110294,Surulere,2,167.7777256956519,335.5554513913038,2024-05-04 18:31:37.210693,Fashion
127,CUST1127,50,Male,91331,Mushin,4,256.61988823502827,1026.479552940113,2024-09-09 18:31:37.210699,Fashion
128,CUST1128,65,Male,50529,Ifako_ijaiye,2,332.9755729635394,665.9511459270788,2024-07-10 18:31:37.210705,Books
129,CUST1129,40,Female,88574,Oshodi_isolo,6,117.08748818234989,702.5249290940993,2025-01-13 18:31:37.210712,Food
130,CUST1130,41,Male,118627,Ajeromi_ifelodun,1,357.2034609752201,357.2034609752201,2024-05-11 18:31:37.210718,Food
131,CUST1131,54,Female,60932,Mushin,7,336.69280469200606,2356.8496328440424,2025-02-09 18:31:37.210724,Home Goods
132,CUST1132,52,Female,31908,Agege,7,199.9810240253541,1399.8671681774786,2024-08-09 18:31:37.210731,Food
133,CUST1133,61,Male,60358,Oshodi_isolo,7,156.53084831028758,1095.715938172013,2024-03-30 18:31:37.210737,Home Goods
134,CUST1134,57,Female,60412,Isolo,4,461.1692966134875,1844.67718645395,2024-08-11 18:31:37.210743,Fashion
135,CUST1135,39,Female,113710,Ikeja,8,80.97131489462578,647.7705191570062,2024-12-08 18:31:37.210749,Electronics
136,CUST1136,44,Male,111032,Surulere,5,227.37477982984882,1136.8738991492442,2024-05-07 18:31:37.210755,Food
137,CUST1137,52,Male,32928,Surulere,2,388.1521415466217,776.3042830932434,2024-07-16 18:31:37.210761,Food
138,CUST1138,18,Male,95158,Alimosho,5,91.10580582818582,455.5290291409291,2024-10-10 18:31:37.210767,Fashion
139,CUST1139,52,Female,60632,Surulere,9,467.80521609965194,4210.246944896868,2024-06-30 18:31:37.210773,Fashion
140,CUST1140,54,Male,62309,Surulere,1,272.60115524699734,272.60115524699734,2025-02-24 18:31:37.210780,Food
141,CUST1141,64,Female,39280,Ajeromi_ifelodun,2,262.3115141538084,524.6230283076168,2024-10-18 18:31:37.210786,Fashion
142,CUST1142,31,Female,70449,Ikeja,8,223.65315718366978,1789.2252574693582,2024-08-14 18:31:37.210792,Food
143,CUST1143,20,Female,117171,Ajeromi_ifelodun,5,436.3760919173831,2181.8804595869155,2024-07-10 18:31:37.210798,Electronics
144,CUST1144,18,Female,56957,Agege,9,475.25187623058906,4277.266886075302,2024-08-18 18:31:37.210804,Electronics
145,CUST1145,22,Female,66895,Mushin,6,202.4326525845334,1214.5959155072005,2024-10-03 18:31:37.210810,Home Goods
146,CUST1146,43,Male,100499,Ifako_ijaiye,8,280.34895212003426,2242.791616960274,2024-12-31 18:31:37.210816,Food
147,CUST1147,31,Male,51695,Ikeja,1,171.40310375943545,171.40310375943545,2025-01-08 18:31:37.210822,Electronics
148,CUST1148,56,Female,104893,Ifako_ijaiye,9,196.64804560224815,1769.8324104202334,2025-01-17 18:31:37.210828,Electronics
